# CSV-File created with merge-csv.com
# -----------------------------------------------------------

CRN,COURSE,SECTION,DAY,START TIME,END TIME,FIRST NAME,LAST NAME,LOCATION
24377,COMM 10,02Y,MW,930,1120,Lucas,Wang,L43
24378,COMM 10,03Y,MW,1030,1220,Russell,Hong,L49
24379,COMM 10,04Y,MW,1130,1320,Thalia,Bobadilla,MLC111
24380,COMM 10,05Y,MW,1330,1520,Russell,Hong,L48
24382,COMM 10,06Y,TR,930,1120,Morgan,McKnight,L43
24383,COMM 10,07Y,TR,1030,1220,David,Hamilton,L83
24384,COMM 10,08Y,TR,1130,1320,Patrick,McDonnell,L43
24385,COMM 10,09Y,TR,1230,1420,Anya,Iyengar,ADM103
24386,COMM 10,10Y,TR,1330,1520,Patrick,McDonnell,L49
24390,COMM 10,11Y,TR,1530,1720,Anya,Iyengar,L45
24376,COMM 10,50Z,,,,Stephanie,Anderson,ONLINE
24391,COMM 10,51Z,,,,Stephanie,Anderson,ONLINE
24393,COMM 15,01Y,R,1600,1815,Stephanie,Anderson,L49
24394,COMM 15,51Z,,,,Brandon,Gainer,ONLINE
24395,COMM 16,01Y,MW,1130,1320,Nick,Chivers,MLC112
24396,COMM 16,50Z,,,,Nick,Chivers,ONLINE
27155,COMM 70,50Z,,,,Shagundeep,Kaur,ONLINE
00330,CD 10G,01F,TR,1600,1750,Jayanti,Roy,HOMSTD
27046,CD 10G,1GF,TR,1600,1750,Jayanti,Roy,HOMSTD
25977,CD 10G,2CF,S,930,1320,Shelley,Gonzales,CDO
00331,CD 10G,51Z,,,,Cristina,Leal,ONLINE
00333,CD 10H,01Z,W,1830,2220,Jila,Maleksalehi,ONLINE
00335,CD 10H,02Z,R,1030,1220,Julie,Kennedy,ONLINE
00337,CD 12,01Z,T,1030,1120,Nellie,Vargas,ONLINE
00339,CD 12,02Y,R,1030,1220,Nellie,Vargas,L28
23156,CD 50,01Y,R,1330,1520,Nellie,Vargas,L25
25273,CD 50,1CF,S,930,1320,Jayanti,Roy,EDUCR
23901,CD 51A,01Y,MW,1230,1335,Jayanti,Roy,ONLINE
23903,CD 51A,02Y,TR,1230,1335,Jayanti,Roy,ONLINE
23902,CD 51B,01Y,MW,1230,1335,Jayanti,Roy,ONLINE
23904,CD 51B,02Y,TR,1230,1335,Jayanti,Roy,ONLINE
21537,CD 52,01Z,R,1830,2020,Zana,Wilkie,ONLINE
21538,CD 54,01Z,T,1330,1420,Nellie,Vargas,ONLINE
27729,CD 54,02Z,W,1830,2120,Phyllis,De Motta,ONLINE
23968,CD 55,01Z,M,1830,2020,Jayanti,Roy,ONLINE
23190,CD 58,01Z,T,1130,1420,Fatemeh,Zarghami,ONLINE
00353,CD 59G,01Z,T,1830,2220,Jayanti,Roy,ONLINE
21961,CD 64,50Z,,,,Richard,Zalman,ONLINE
27158,CD 68,01Z,W,1830,2120,Jayanti,Roy,ONLINE
24893,CD 73,01Z,W,1130,1320,Fatemeh,Zarghami,ONLINE
27596,EDUC 46,13Z,TR,1600,1815,Reza,Shariatmadari,ONLINE
00674,ELIT 10,01Y,T,1030,1220,Julie,Sartwell,L84
26814,ELIT 10,02Z,MW,1030,1220,Deborah,Garfinkle,ONLINE
24405,ELIT 11,01Y,T,1330,1520,Veronica,Acevedo Avila,MLC109
26038,ELIT 17,50Z,,,,Julie,Pesano,ONLINE
27977,ELIT 17H,50Z,,,,Julie,Pesano,ONLINE
25464,ELIT 21,50Z,,,,Francesca,Caparas,ONLINE
24915,ELIT 22,50Z,,,,Adam,Sandel,ONLINE
27627,ELIT 24,60Z,,,,Francesca,Caparas,ONLINE
27269,ELIT 39,50Z,,,,Kim,Palmore,ONLINE
25465,ELIT 46C,01,MW,1030,1220,Tim,Shively,MLC110
00688,ELIT 48A,01,MW,1330,1520,Brian,Malone,MLC112
25689,EWRT 1A,0KED,MW,1030,1220,Jesus,Quintero,L81
00881,EWRT 1A,0VQD,W,1330,1520,Francesca,Caparas,MLC109
24906,EWRT 1A,01Q,MW,730,920,John,Swensson,MLC103
24908,EWRT 1A,02Q,MW,830,1020,Julie,Wilson,L46
24910,EWRT 1A,03Q,M,830,1020,Sergio,Rizzo,L82
24912,EWRT 1A,04Q,TR,830,1020,Sherwin,Mendoza,L46
00873,EWRT 1A,05Q,T,830,1020,Anne,Marie Waldsmith,L82
00841,EWRT 1A,06Q,MW,930,1120,Anne,Argyriou,L73A
02685,EWRT 1A,07Q,M,930,1120,Sherwin,Mendoza,L31
23985,EWRT 1A,08Q,TR,930,1120,Kim,Palmore,L73A
00842,EWRT 1A,09Q,T,930,1120,Maryalice,Bonilla,L66
21998,EWRT 1A,1PQ,MW,1030,1220,Lydia,Hearn,MLC108
27297,EWRT 1A,1QD,TR,1030,1220,Vivian,Bejarin,L75
27841,EWRT 1A,1SQ,MW,1030,1220,Brian,Malone,L66
27299,EWRT 1A,1UM,MW,1030,1220,Julie,Wilson,MLC109
24419,EWRT 1A,1WQ,TR,1330,1420,Jesus,Quintero,MLC108
21997,EWRT 1A,10Q,MW,1030,1220,Margaret,Hanzimanolis,L46
25656,EWRT 1A,11Q,M,1030,1220,Alexis,Cattivera,L82
00847,EWRT 1A,12Q,TR,1030,1220,Rebecca,Board Liljenstolpe,L46
22574,EWRT 1A,13Q,T,1030,1220,Veronica,Acevedo Avila,L82
02631,EWRT 1A,14Q,MW,1130,1320,John,Swensson,ADM119
21917,EWRT 1A,15Q,M,1130,1320,Nga,Huynh,L31
20643,EWRT 1A,16Q,TR,1130,1320,Sergio,Rizzo,L73A
24009,EWRT 1A,17Q,T,1130,1320,Randie,Wann,L31
21915,EWRT 1A,18Q,MW,1230,1420,Rebecca,Board Liljenstolpe,L46
02684,EWRT 1A,19Q,M,1230,1420,Maria,Frangos,L82
26217,EWRT 1A,2RQ,,,,Mary,Cudahy,ONLINE
00853,EWRT 1A,21Q,T,1230,1420,Anna,Lewis,L82
26310,EWRT 1A,23Q,M,1330,1520,Karen,Chow,L31
26313,EWRT 1A,24Q,TR,1330,1520,Julie,Sartwell,L73A
26317,EWRT 1A,25Q,T,1330,1520,Luis,Limcolioc,L31
27284,EWRT 1A,26Q,MW,1730,1920,Anna,Lewis,ONLINE
27285,EWRT 1A,27Q,TR,1830,2020,Mary,Diehl,ONLINE
27286,EWRT 1A,28Q,,,,Jennifer,Penkethman,ONLINE
23014,EWRT 1A,33Y,MW,830,920,Ryan,Dickson,L31
00857,EWRT 1A,34Y,TR,830,920,Laura,Orella,L31
00854,EWRT 1A,35Y,M,830,1020,Diane,Furlan,L36
00845,EWRT 1A,37Y,MW,930,1020,Todd,Gutmann,S72
00850,EWRT 1A,38Y,TR,930,1020,Elliott,Cragen,S72
25110,EWRT 1A,39Y,W,930,1120,Diane,Furlan,L31
02637,EWRT 1A,40Y,MW,1030,1120,Ryan,Dickson,S72
24596,EWRT 1A,41Y,M,1030,1220,Azin,Arefi Anbarani,S49
00852,EWRT 1A,42Y,TR,1030,1120,Elliott,Cragen,S72
00851,EWRT 1A,43Y,T,1030,1220,Luis,Limcolioc,S49
02686,EWRT 1A,44Y,MW,1130,1220,Anne,Argyriou,S72
25095,EWRT 1A,46Y,W,1130,1320,Todd,Gutmann,L31
26343,EWRT 1A,47Y,M,1330,1520,Amy,Leonard,S72
25102,EWRT 1A,48Y,T,1330,1520,Mary,Cudahy,S72
25493,EWRT 1A,52Z,,,,Brian,Malone,ONLINE
25494,EWRT 1A,53Z,,,,Maryalice,Bonilla,ONLINE
25495,EWRT 1A,54Z,,,,Mary,Diehl,ONLINE
25496,EWRT 1A,55Z,,,,Anne,Marie Waldsmith,ONLINE
25497,EWRT 1A,56Z,,,,Raymond,Brennan,ONLINE
25498,EWRT 1A,57Z,,,,Randie,Wann,ONLINE
25499,EWRT 1A,58Z,,,,John,Gravener,ONLINE
25139,EWRT 1A,59Z,,,,Richard,Ferrie,ONLINE
22581,EWRT 1A,60Z,,,,Margaret,Hanzimanolis,ONLINE
22000,EWRT 1A,61Z,,,,Amy,Leonard,ONLINE
00878,EWRT 1A,62Z,,,,Sarah,Lisha,ONLINE
00880,EWRT 1A,63Z,,,,Ruth,Trimble,ONLINE
00874,EWRT 1A,64Z,,,,Maryalice,Bonilla,ONLINE
27282,EWRT 1A,65Z,,,,Alexis,Cattivera,ONLINE
24573,EWRT 1A,67Z,,,,Marc,Coronado,ONLINE
25090,EWRT 1A,68Z,,,,Margaret,Hanzimanolis,ONLINE
25663,EWRT 1A,69Z,,,,Rebecca,Board Liljenstolpe,ONLINE
26979,EWRT 1A,70Z,,,,Lydia,Hearn,ONLINE
27271,EWRT 1A,71Z,,,,Raymond,Brennan,ONLINE
27272,EWRT 1A,72Z,,,,Deborah,Garfinkle,ONLINE
27273,EWRT 1A,73Z,,,,Randie,Wann,ONLINE
27274,EWRT 1A,74Z,,,,Charles,Gray,ONLINE
27275,EWRT 1A,75Z,,,,Husne,Jahan,ONLINE
27276,EWRT 1A,76Z,,,,John,Gravener,ONLINE
27277,EWRT 1A,77Z,,,,Alex,Giardino,ONLINE
27278,EWRT 1A,78Z,,,,Nga,Huynh,ONLINE
27279,EWRT 1A,79Z,,,,Amy,Leonard,ONLINE
27280,EWRT 1A,80Z,,,,Yeganeh,Modirzadeh,ONLINE
27281,EWRT 1A,81Z,,,,Diane,Furlan,ONLINE
21999,EWRT 1A,F1Q,MW,1030,1220,Kristin,Agius,MLC113
26322,EWRT 1A,F2Q,MW,1230,1320,Lydia,Hearn,MLC109
27877,EWRT 1AH,77Z,,,,Alex,Giardino,ONLINE
00883,EWRT 1B,01Y,M,1330,1520,Sarah,Lisha,L45
00889,EWRT 1B,03Y,W,1330,1520,Julie,Pesano,L31
00892,EWRT 1B,50Z,,,,Rebecca,Board Liljenstolpe,ONLINE
00910,EWRT 1B,51Z,,,,Lauren,Gordon,ONLINE
00914,EWRT 2,01Y,T,830,1020,Yeganeh,Modirzadeh,S49
00925,EWRT 2,02Y,MW,930,1020,Diana,Fleming,L28
24408,EWRT 2,03Y,TR,930,1020,Diana,Fleming,L28
02690,EWRT 2,04Y,MW,1030,1120,Lauren,Gordon,L36
24574,EWRT 2,05Y,TR,1030,1120,Diana,Fleming,L33
25684,EWRT 2,06Y,W,1030,1220,Dave,Denny,L82
02692,EWRT 2,07Y,R,1030,1220,Laura,Orella,L82
24606,EWRT 2,08Y,MW,1330,1420,Lauren,Gordon,L36
26815,EWRT 2,09Y,TR,1330,1420,Laura,Orella,L36
26816,EWRT 2,11Z,TR,1830,1920,Adam,Sandel,ONLINE
00926,EWRT 2,50Z,,,,Alex,Giardino,ONLINE
00929,EWRT 2,51Z,,,,Alex,Giardino,ONLINE
02689,EWRT 2,53Z,,,,Amy,Leonard,ONLINE
20460,EWRT 2,54Z,,,,Dave,Denny,ONLINE
21932,EWRT 2,55Z,,,,Sarah,Lisha,ONLINE
23123,EWRT 2,56Z,,,,Sarah,Lisha,ONLINE
22446,EWRT 2,57Z,,,,Luis,Limcolioc,ONLINE
24410,EWRT 2,58Z,,,,Luis,Limcolioc,ONLINE
24576,EWRT 2,59Z,,,,Yeganeh,Modirzadeh,ONLINE
00930,EWRT 2,60Z,,,,Charles,Gray,ONLINE
24411,EWRT 2,61Z,,,,Husne,Jahan,ONLINE
00916,EWRT 2,62Z,,,,Marc,Coronado,ONLINE
21318,EWRT 2,63Z,,,,Alex,Giardino,ONLINE
00924,EWRT 2,66Z,,,,Amy,Leonard,ONLINE
27874,EWRT 2H,50Z,,,,Alex,Giardino,ONLINE
27875,EWRT 2H,51Z,,,,Alex,Giardino,ONLINE
27876,EWRT 2H,63Z,,,,Alex,Giardino,ONLINE
26798,EWRT 30,01Y,W,1130,1320,Alex,Giardino,L45
24412,EWRT 30,51Z,,,,Jennifer,Penkethman,ONLINE
01359,LING 1,50Z,,,,Jasmina,Topalovic,ONLINE
00691,ENGR 10,01,MTW,930,1020,Saied,Rafati,S48
21889,ENGR 10,52,TR,1830,1945,Saied,Rafati,S48
26675,ENGR 10,54,MW,1830,1945,Sathish,Manickam,S48
26676,ENGR 37,52,TR,1830,2045,Ali,Saeidi Ashtiyani,S46
27959,ENGR 77,65R,WF,1800,1915,Ali,Saeidi Ashtiyani,ONLINE
25401,ES 1,50Z,,,,Alicia,De Toro,ONLINE
25405,ES 1,51Z,,,,William,Roeder,ONLINE
25406,ES 1,52Z,,,,William,Roeder,ONLINE
27817,ES 1,53Z,,,,William,Roeder,ONLINE
27827,ES 1,54Z,,,,Joshua,McCluskey,ONLINE
26061,ES 2,50Z,,,,Alicia,De Toro,ONLINE
20942,ES 3,50Z,,,,Lynn,Thorensen,ONLINE
27828,ES 3,51Z,,,,Lynn,Thorensen,ONLINE
27819,ES 4,01Z,,,,William,Roeder,ONLINE
20917,ES 6,50Z,,,,Jeff,Staudinger,ONLINE
21691,ES 50,50Z,,,,Jeff,Staudinger,ONLINE
24813,ES 58,50Z,,,,Ronald,Wheelehan,ONLINE
26158,ES 61L,50Z,,,,Jeff,Staudinger,ONLINE
23739,ES 64,62Z,,,,Jeff,Staudinger,ONLINE
27119,ES 69,50Z,,,,Ronald,Wheelehan,ONLINE
26796,ES 71,50Z,,,,Massimo,Maniaci,ONLINE
24825,ES 82,62Z,,,,Ronald,Wheelehan,ONLINE
24824,ES 83,62Z,,,,Massimo,Maniaci,ONLINE
27820,ES 95,01,R,1000,1210,Jeff,Staudinger,KC239
27793,ESCI 1,01Y,W,1330,1520,Alicia,De Toro,KC112
02508,ESCI 1,01Z,TR,1330,1520,Helian,Ratsirarson,ONLINE
27832,ESCI 1,02Z,,,,Helian,Ratsirarson,ONLINE
27795,ESCI 1,50Z,,,,Alicia,De Toro,ONLINE
27798,ESCI 1,51Z,,,,Ryan,Phillips,ONLINE
23135,ESCI 1,52Z,,,,Ryan,Phillips,ONLINE
24226,ESCI 1,53Z,,,,Mary,Poffenroth,ONLINE
27830,ESCI 1,54Z,,,,Jana,Sanders,ONLINE
27829,ESCI 1,55Z,,,,Helian,Ratsirarson,ONLINE
26149,ESCI 1,56Z,,,,Mary,Poffenroth,ONLINE
24871,ESCI 1L,01,M,930,1220,Joshua,McCluskey,KC115
20302,ESCI 1L,02,W,930,1220,Joshua,McCluskey,KC115
27114,ESCI 1L,03,T,1230,1520,Joshua,McCluskey,KC115
27821,ESCI 1L,1UM,W,1030,1320,Alicia,De Toro,KC112
27314,ESCI 19,03Y,,,,Gayatri,Pal,ONLINE
25401,ES 1,50Z,,,,Alicia,De Toro,ONLINE
25405,ES 1,51Z,,,,William,Roeder,ONLINE
25406,ES 1,52Z,,,,William,Roeder,ONLINE
27817,ES 1,53Z,,,,William,Roeder,ONLINE
27827,ES 1,54Z,,,,Joshua,McCluskey,ONLINE
26061,ES 2,50Z,,,,Alicia,De Toro,ONLINE
20942,ES 3,50Z,,,,Lynn,Thorensen,ONLINE
27828,ES 3,51Z,,,,Lynn,Thorensen,ONLINE
27819,ES 4,01Z,,,,William,Roeder,ONLINE
20917,ES 6,50Z,,,,Jeff,Staudinger,ONLINE
21691,ES 50,50Z,,,,Jeff,Staudinger,ONLINE
24813,ES 58,50Z,,,,Ronald,Wheelehan,ONLINE
26158,ES 61L,50Z,,,,Jeff,Staudinger,ONLINE
23739,ES 64,62Z,,,,Jeff,Staudinger,ONLINE
27119,ES 69,50Z,,,,Ronald,Wheelehan,ONLINE
26796,ES 71,50Z,,,,Massimo,Maniaci,ONLINE
24825,ES 82,62Z,,,,Ronald,Wheelehan,ONLINE
24824,ES 83,62Z,,,,Massimo,Maniaci,ONLINE
27820,ES 95,01,R,1000,1210,Jeff,Staudinger,KC239
27793,ESCI 1,01Y,W,1330,1520,Alicia,De Toro,KC112
02508,ESCI 1,01Z,TR,1330,1520,Helian,Ratsirarson,ONLINE
27832,ESCI 1,02Z,,,,Helian,Ratsirarson,ONLINE
27795,ESCI 1,50Z,,,,Alicia,De Toro,ONLINE
27798,ESCI 1,51Z,,,,Ryan,Phillips,ONLINE
23135,ESCI 1,52Z,,,,Ryan,Phillips,ONLINE
24226,ESCI 1,53Z,,,,Mary,Poffenroth,ONLINE
27830,ESCI 1,54Z,,,,Jana,Sanders,ONLINE
27829,ESCI 1,55Z,,,,Helian,Ratsirarson,ONLINE
26149,ESCI 1,56Z,,,,Mary,Poffenroth,ONLINE
24871,ESCI 1L,01,M,930,1220,Joshua,McCluskey,KC115
20302,ESCI 1L,02,W,930,1220,Joshua,McCluskey,KC115
27114,ESCI 1L,03,T,1230,1520,Joshua,McCluskey,KC115
27821,ESCI 1L,1UM,W,1030,1320,Alicia,De Toro,KC112
27314,ESCI 19,03Y,,,,Gayatri,Pal,ONLINE
02543,ESL 5,01Y,M,930,1120,Katelyn,Endow,L34
23313,ESL 5,50Z,MW,1830,2045,Kathleen,Haven,ONLINE
00719,ESL 5,51Z,,,,Iva,Tracey,ONLINE
21829,ESL 5,52Z,,,,Maria,Marin,ONLINE
27751,ESL 200,01,MTWR,1000,1215,Mahsa,Modirzadeh,ADM103
28005,ESL 200,02,MTWR,1330,1545,Daniel,Tung,L28
00769,ESL 234,01Y,MW,1000,1215,Iva,Tracey,L33
27447,ESL 234,02Y,MW,1830,2045,Valerie,Ormeno,L34
00774,ESL 244,01Y,MW,1000,1215,Craig,Norman,L35
22438,ESL 244,02Y,MW,1830,2045,Lisa,Kohnhorst,L33
26691,ESL 244,50Z,MTWR,930,1145,Webster,Hamilton,ONLINE
26692,ESL 251,01,M,930,1120,Andrea,Lee,L83
27428,ESL 251,02,T,1230,1420,Maria,Marin,L33
26693,ESL 251,03,W,1330,1520,Deborah,Choe,L34
22162,ESL 251,50Z,T,830,1020,Marcy,Betlach,ONLINE
26694,ESL 251,51Z,M,1830,2020,Lynh,Nguyen,ONLINE
27993,ESL 251,52Z,T,1830,2020,Daisy,Lee,ONLINE
26696,ESL 255,01,TR,930,1220,Pati,Carobus,MLC102
26697,ESL 255,02Y,M,1330,1620,Matthew,Culver,L34
26695,ESL 255,50Z,MW,830,1120,Pati,Carobus,ONLINE
26698,ESL 255,51Z,TR,1830,2120,Cheri,Newman,ONLINE
27997,ESL 255,52Z,MW,1830,2120,Daniel,Tung,ONLINE
27203,ESL 260A,01,TR,1030,1145,Gretchen,Himes,L35
27204,ESL 260B,50Z,MW,1830,1945,Linda,Yee,ONLINE
26699,ESL 261,01,M,930,1120,Mariam,Ebrat,L32
23153,ESL 261,02,T,1030,1220,Andrea,Lee,L28
26700,ESL 261,03,W,1330,1520,Gretchen,Himes,L35
24571,ESL 261,50Z,T,830,1020,Iris,Thot-Johnson,ONLINE
23168,ESL 261,51Z,M,1830,2020,Marcy,Betlach,ONLINE
27995,ESL 261,52Z,T,1830,2020,Gretchen,Himes,ONLINE
26705,ESL 265,01,TR,930,1220,Mariam,Ebrat,L34
26706,ESL 265,02,TR,1330,1620,Craig,Norman,L34
26707,ESL 265,03Y,M,1330,1620,Cristin,Boyd,L35
26704,ESL 265,50Z,MW,830,1120,Ebru,Goksel-Demir,ONLINE
26708,ESL 265,51Z,TR,1830,2120,Lisa,Kohnhorst,ONLINE
28001,ESL 265,52Z,MW,1830,2120,Lucinda,Cabral,ONLINE
23150,ESL 272,01Y,M,1030,1220,Linda,Yee,L28
25662,ESL 272,50Z,MW,1830,2020,Maria,Marin,ONLINE
22536,ESL 272,51Z,W,1330,1520,Maria,Marin,ONLINE
24613,ESL 272,52Z,,,,Iva,Tracey,ONLINE
23177,ESL 272,53Z,,,,Linda,Yee,ONLINE
25661,ESL 273,01Y,W,1030,1220,Sharon,Stranahan,L32
02556,ESL 273,50Z,TR,1830,2020,Lucinda,Cabral,ONLINE
24612,ESL 273,51Z,W,1330,1520,Katelyn,Endow,ONLINE
26710,ESL 273,52Z,,,,Katelyn,Endow,ONLINE
27999,ESL 273,53Z,,,,Cheri,Newman,ONLINE
26711,ESL 274,50Z,MW,1330,1445,Pati,Carobus,ONLINE
27752,ESL 400,01,MTWR,1000,1215,Mahsa,Modirzadeh,ADM103
28006,ESL 400,02,MTWR,1330,1545,Daniel,Tung,L28
26712,ESL 434,01Y,MW,1000,1215,Iva,Tracey,L33
27449,ESL 434,02Y,MW,1830,2045,Valerie,Ormeno,L34
26715,ESL 444,01Y,MW,1000,1215,Craig,Norman,L35
26716,ESL 444,02Y,MW,1830,2045,Lisa,Kohnhorst,L33
26714,ESL 444,50Z,MTWR,930,1145,Webster,Hamilton,ONLINE
26718,ESL 451,01,M,930,1120,Andrea,Lee,L83
27429,ESL 451,02,T,1230,1420,Maria,Marin,L33
26719,ESL 451,03,W,1330,1520,Deborah,Choe,L34
26717,ESL 451,50Z,T,830,1020,Marcy,Betlach,ONLINE
26720,ESL 451,51Z,M,1830,2020,Lynh,Nguyen,ONLINE
27994,ESL 451,52Z,T,1830,2020,Daisy,Lee,ONLINE
26722,ESL 455,01,TR,930,1220,Pati,Carobus,MLC102
26723,ESL 455,02Y,M,1330,1620,Matthew,Culver,L34
26721,ESL 455,50Z,MW,830,1120,Pati,Carobus,ONLINE
26724,ESL 455,51Z,TR,1830,2120,Cheri,Newman,ONLINE
27998,ESL 455,52Z,MW,1830,2120,Daniel,Tung,ONLINE
27206,ESL 460A,01,TR,1030,1145,Gretchen,Himes,L35
27207,ESL 460B,50Z,MW,1830,1945,Linda,Yee,ONLINE
26726,ESL 461,01,M,930,1120,Mariam,Ebrat,L32
26727,ESL 461,02,T,1030,1220,Andrea,Lee,L28
26728,ESL 461,03,W,1330,1520,Gretchen,Himes,L35
26725,ESL 461,50Z,T,830,1020,Iris,Thot-Johnson,ONLINE
26729,ESL 461,51Z,M,1830,2020,Marcy,Betlach,ONLINE
27996,ESL 461,52Z,T,1830,2020,Gretchen,Himes,ONLINE
26731,ESL 465,01,TR,930,1220,Mariam,Ebrat,L34
26732,ESL 465,02,TR,1330,1620,Craig,Norman,L34
26733,ESL 465,03Y,M,1330,1620,Cristin,Boyd,L35
26730,ESL 465,50Z,MW,830,1120,Ebru,Goksel-Demir,ONLINE
26734,ESL 465,51Z,TR,1830,2120,Lisa,Kohnhorst,ONLINE
28002,ESL 465,52Z,MW,1830,2120,Lucinda,Cabral,ONLINE
26735,ESL 472,01Y,M,1030,1220,Linda,Yee,L28
26739,ESL 472,50Z,MW,1830,2020,Maria,Marin,ONLINE
26738,ESL 472,52Z,,,,Iva,Tracey,ONLINE
26740,ESL 472,53Z,,,,Linda,Yee,ONLINE
27921,ESL 472,54Z,W,1330,1520,Maria,Marin,ONLINE
26744,ESL 473,01Y,W,1030,1220,Sharon,Stranahan,L32
26745,ESL 473,50Z,TR,1830,2020,Lucinda,Cabral,ONLINE
26743,ESL 473,51Z,W,1330,1520,Katelyn,Endow,ONLINE
26746,ESL 473,52Z,,,,Katelyn,Endow,ONLINE
28000,ESL 473,53Z,,,,Cheri,Newman,ONLINE
27209,ESL 474,50Z,MW,1330,1445,Pati,Carobus,ONLINE
00674,ELIT 10,01Y,T,1030,1220,Julie,Sartwell,L84
26814,ELIT 10,02Z,MW,1030,1220,Deborah,Garfinkle,ONLINE
24405,ELIT 11,01Y,T,1330,1520,Veronica,Acevedo Avila,MLC109
26038,ELIT 17,50Z,,,,Julie,Pesano,ONLINE
27977,ELIT 17H,50Z,,,,Julie,Pesano,ONLINE
25464,ELIT 21,50Z,,,,Francesca,Caparas,ONLINE
24915,ELIT 22,50Z,,,,Adam,Sandel,ONLINE
27627,ELIT 24,60Z,,,,Francesca,Caparas,ONLINE
27269,ELIT 39,50Z,,,,Kim,Palmore,ONLINE
25465,ELIT 46C,01,MW,1030,1220,Tim,Shively,MLC110
00688,ELIT 48A,01,MW,1330,1520,Brian,Malone,MLC112
25689,EWRT 1A,0KED,MW,1030,1220,Jesus,Quintero,L81
00881,EWRT 1A,0VQD,W,1330,1520,Francesca,Caparas,MLC109
24906,EWRT 1A,01Q,MW,730,920,John,Swensson,MLC103
24908,EWRT 1A,02Q,MW,830,1020,Julie,Wilson,L46
24910,EWRT 1A,03Q,M,830,1020,Sergio,Rizzo,L82
24912,EWRT 1A,04Q,TR,830,1020,Sherwin,Mendoza,L46
00873,EWRT 1A,05Q,T,830,1020,Anne,Marie Waldsmith,L82
00841,EWRT 1A,06Q,MW,930,1120,Anne,Argyriou,L73A
02685,EWRT 1A,07Q,M,930,1120,Sherwin,Mendoza,L31
23985,EWRT 1A,08Q,TR,930,1120,Kim,Palmore,L73A
00842,EWRT 1A,09Q,T,930,1120,Maryalice,Bonilla,L66
21998,EWRT 1A,1PQ,MW,1030,1220,Lydia,Hearn,MLC108
27297,EWRT 1A,1QD,TR,1030,1220,Vivian,Bejarin,L75
27841,EWRT 1A,1SQ,MW,1030,1220,Brian,Malone,L66
27299,EWRT 1A,1UM,MW,1030,1220,Julie,Wilson,MLC109
24419,EWRT 1A,1WQ,TR,1330,1420,Jesus,Quintero,MLC108
21997,EWRT 1A,10Q,MW,1030,1220,Margaret,Hanzimanolis,L46
25656,EWRT 1A,11Q,M,1030,1220,Alexis,Cattivera,L82
00847,EWRT 1A,12Q,TR,1030,1220,Rebecca,Board Liljenstolpe,L46
22574,EWRT 1A,13Q,T,1030,1220,Veronica,Acevedo Avila,L82
02631,EWRT 1A,14Q,MW,1130,1320,John,Swensson,ADM119
21917,EWRT 1A,15Q,M,1130,1320,Nga,Huynh,L31
20643,EWRT 1A,16Q,TR,1130,1320,Sergio,Rizzo,L73A
24009,EWRT 1A,17Q,T,1130,1320,Randie,Wann,L31
21915,EWRT 1A,18Q,MW,1230,1420,Rebecca,Board Liljenstolpe,L46
02684,EWRT 1A,19Q,M,1230,1420,Maria,Frangos,L82
26217,EWRT 1A,2RQ,,,,Mary,Cudahy,ONLINE
00853,EWRT 1A,21Q,T,1230,1420,Anna,Lewis,L82
26310,EWRT 1A,23Q,M,1330,1520,Karen,Chow,L31
26313,EWRT 1A,24Q,TR,1330,1520,Julie,Sartwell,L73A
26317,EWRT 1A,25Q,T,1330,1520,Luis,Limcolioc,L31
27284,EWRT 1A,26Q,MW,1730,1920,Anna,Lewis,ONLINE
27285,EWRT 1A,27Q,TR,1830,2020,Mary,Diehl,ONLINE
27286,EWRT 1A,28Q,,,,Jennifer,Penkethman,ONLINE
23014,EWRT 1A,33Y,MW,830,920,Ryan,Dickson,L31
00857,EWRT 1A,34Y,TR,830,920,Laura,Orella,L31
00854,EWRT 1A,35Y,M,830,1020,Diane,Furlan,L36
00845,EWRT 1A,37Y,MW,930,1020,Todd,Gutmann,S72
00850,EWRT 1A,38Y,TR,930,1020,Elliott,Cragen,S72
25110,EWRT 1A,39Y,W,930,1120,Diane,Furlan,L31
02637,EWRT 1A,40Y,MW,1030,1120,Ryan,Dickson,S72
24596,EWRT 1A,41Y,M,1030,1220,Azin,Arefi Anbarani,S49
00852,EWRT 1A,42Y,TR,1030,1120,Elliott,Cragen,S72
00851,EWRT 1A,43Y,T,1030,1220,Luis,Limcolioc,S49
02686,EWRT 1A,44Y,MW,1130,1220,Anne,Argyriou,S72
25095,EWRT 1A,46Y,W,1130,1320,Todd,Gutmann,L31
26343,EWRT 1A,47Y,M,1330,1520,Amy,Leonard,S72
25102,EWRT 1A,48Y,T,1330,1520,Mary,Cudahy,S72
25493,EWRT 1A,52Z,,,,Brian,Malone,ONLINE
25494,EWRT 1A,53Z,,,,Maryalice,Bonilla,ONLINE
25495,EWRT 1A,54Z,,,,Mary,Diehl,ONLINE
25496,EWRT 1A,55Z,,,,Anne,Marie Waldsmith,ONLINE
25497,EWRT 1A,56Z,,,,Raymond,Brennan,ONLINE
25498,EWRT 1A,57Z,,,,Randie,Wann,ONLINE
25499,EWRT 1A,58Z,,,,John,Gravener,ONLINE
25139,EWRT 1A,59Z,,,,Richard,Ferrie,ONLINE
22581,EWRT 1A,60Z,,,,Margaret,Hanzimanolis,ONLINE
